email_id,diversity,ground_truth,prediction,confidence,method,status,latency_ms,routed_to
repurchase_2917,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,261.8,policy_admin
maintenance_client_4946,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,53.2,policy_admin
bulk_3919,broker_bulk,bulk_instructions,bulk_instructions,1.0,tier1_qr_deterministic,pending,567.7,policy_admin
repurchase_796,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,260.4,policy_admin
maintenance_client_5466,legacy,maintenance_client,maintenance_client,0.95,tier2_template,pending,29.9,policy_admin
incomplete_17,incomplete_no_signature,maintenance_client,maintenance_client,0.5,tier2_unreadable,review,0.8,policy_admin
maintenance_contrib_6595,clean,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,53.2,policy_admin
cover_letter_15,cover_letter,new_business,new_business,1.0,tier1_qr_deterministic,pending,239.5,new_business
new_business_7850,clean,new_business,new_business,1.0,tier1_qr_deterministic,pending,207.3,new_business
repurchase_2234,cover_letter,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,286.6,policy_admin
maintenance_contrib_6730,clean,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,53.5,policy_admin
repurchase_1579,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,260.6,policy_admin
repurchase_1224,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,260.5,policy_admin
new_business_8336,clean,new_business,new_business,1.0,tier1_qr_deterministic,pending,208.7,new_business
new_business_7820,clean,new_business,new_business,1.0,tier1_qr_deterministic,pending,209.1,new_business
repurchase_1111,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,259.8,policy_admin
repurchase_1513,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,265.3,policy_admin
incomplete_18,incomplete_no_signature,maintenance_client,maintenance_client,0.5,tier2_unreadable,review,0.8,policy_admin
maintenance_contrib_6155,legacy,maintenance_contrib,maintenance_contrib,0.95,tier2_template,pending,30.2,policy_admin
maintenance_client_4088,legacy,maintenance_client,maintenance_client,0.95,tier2_template,pending,29.4,policy_admin
maintenance_contrib_6037,clean,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,55.6,policy_admin
incomplete_4,incomplete_no_signature,repurchase,repurchase,0.8,tier1_qr_deterministic,review,206.9,policy_admin
legacy_noqr_18,legacy_no_qr,maintenance_client,maintenance_client,0.95,tier2_template,pending,30.2,policy_admin
repurchase_2351,legacy,repurchase,repurchase,0.95,tier2_template,pending,166.8,policy_admin
maintenance_contrib_5575,clean,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,53.7,policy_admin
mismatch_8,body_attachment_mismatch,maintenance_client,maintenance_client,0.82,tier2_template,review,53.7,policy_admin
mismatch_3,body_attachment_mismatch,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,53.1,policy_admin
new_business_8184,clean,new_business,new_business,1.0,tier1_qr_deterministic,pending,208.4,new_business
afrikaans_mix_8,afrikaans_mixed,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,54.8,policy_admin
maintenance_client_3167,legacy,maintenance_client,maintenance_client,0.95,tier2_template,pending,29.8,policy_admin
maintenance_client_4445,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,53.3,policy_admin
maintenance_client_4113,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,54.7,policy_admin
legacy_noqr_11,legacy_no_qr,maintenance_client,maintenance_client,0.95,tier2_template,pending,29.3,policy_admin
maintenance_contrib_6750,afrikaans,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,55.0,policy_admin
repurchase_106,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,260.7,policy_admin
repurchase_1649,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,262.1,policy_admin
legacy_noqr_6,legacy_no_qr,maintenance_contrib,maintenance_contrib,0.95,tier2_template,pending,30.1,policy_admin
claim_retirement_9655,afrikaans,claim_retirement,claim_retirement,1.0,tier1_qr_deterministic,pending,155.2,claims
bulk_8608,broker_bulk,bulk_instructions,bulk_instructions,1.0,tier1_qr_deterministic,pending,569.2,policy_admin
new_business_7377,clean,new_business,new_business,1.0,tier1_qr_deterministic,pending,204.9,new_business
cover_letter_2,cover_letter,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,82.0,policy_admin
cover_letter_4,cover_letter,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,291.4,policy_admin
maintenance_client_3386,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,53.5,policy_admin
repurchase_2124,afrikaans,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,263.7,policy_admin
cover_letter_5,cover_letter,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,285.5,policy_admin
new_business_7642,clean,new_business,new_business,1.0,tier1_qr_deterministic,pending,204.7,new_business
claim_death_9188,clean,claim_death,claim_death,1.0,tier1_qr_deterministic,pending,156.0,claims
repurchase_2249,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,269.7,policy_admin
afrikaans_mix_9,afrikaans_mixed,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,53.5,policy_admin
maintenance_client_3314,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,54.8,policy_admin
claim_retirement_9332,clean,claim_retirement,claim_retirement,1.0,tier1_qr_deterministic,pending,158.3,claims
maintenance_contrib_6632,clean,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,53.2,policy_admin
claim_death_9099,clean,claim_death,claim_death,1.0,tier1_qr_deterministic,pending,154.8,claims
cover_letter_14,cover_letter,new_business,new_business,1.0,tier1_qr_deterministic,pending,235.3,new_business
maintenance_client_5186,clean,maintenance_client,maintenance_client,0.82,tier2_template,review,53.8,policy_admin
maintenance_client_3503,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,53.2,policy_admin
bulk_9764,broker_bulk,bulk_instructions,bulk_instructions,1.0,tier1_qr_deterministic,pending,568.3,policy_admin
incomplete_16,incomplete_no_signature,repurchase,repurchase,0.8,tier1_qr_deterministic,review,211.0,policy_admin
maintenance_contrib_6328,clean,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,53.9,policy_admin
repurchase_630,legacy,repurchase,repurchase,0.95,tier2_template,pending,168.0,policy_admin
maintenance_contrib_5524,clean,maintenance_contrib,maintenance_contrib,0.8,tier2_template,review,35.0,policy_admin
claim_death_8694,clean,claim_death,claim_death,1.0,tier1_qr_deterministic,pending,155.2,claims
maintenance_client_3068,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,55.2,policy_admin
maintenance_client_4745,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,53.1,policy_admin
bulk_2519,broker_bulk,bulk_instructions,bulk_instructions,1.0,tier1_qr_deterministic,pending,311.5,policy_admin
maintenance_contrib_5703,afrikaans,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,55.3,policy_admin
repurchase_2689,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,265.5,policy_admin
new_business_8071,clean,new_business,new_business,1.0,tier1_qr_deterministic,pending,209.2,new_business
repurchase_1759,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,263.3,policy_admin
bodyonly_3,body_only,claim_retirement,claim_retirement,0.95,body_only_classify,pending,0.3,claims
repurchase_420,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,263.6,policy_admin
maintenance_client_4047,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,53.8,policy_admin
repurchase_2045,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,261.3,policy_admin
claim_retirement_9920,clean,claim_retirement,claim_retirement,1.0,tier1_qr_deterministic,pending,160.4,claims
repurchase_1499,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,259.7,policy_admin
repurchase_2748,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,260.7,policy_admin
new_business_7015,clean,new_business,new_business,1.0,tier1_qr_deterministic,pending,207.7,new_business
legacy_noqr_17,legacy_no_qr,repurchase,repurchase,0.95,tier2_template,pending,169.7,policy_admin
repurchase_304,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,266.5,policy_admin
repurchase_965,legacy,repurchase,repurchase,0.95,tier2_template,pending,170.6,policy_admin
claim_retirement_9733,clean,claim_retirement,claim_retirement,1.0,tier1_qr_deterministic,pending,154.6,claims
maintenance_client_3039,cover_letter,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,83.2,policy_admin
mismatch_5,body_attachment_mismatch,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,53.5,policy_admin
maintenance_contrib_5914,clean,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,55.4,policy_admin
new_business_7168,clean,new_business,new_business,1.0,tier1_qr_deterministic,pending,209.1,new_business
new_business_7376,afrikaans,new_business,new_business,1.0,tier1_qr_deterministic,pending,210.2,new_business
repurchase_1189,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,263.2,policy_admin
repurchase_1252,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,261.8,policy_admin
new_business_7390,legacy,new_business,new_business,0.95,tier2_template,pending,110.0,new_business
legacy_noqr_10,legacy_no_qr,claim_death,claim_death,0.95,tier2_template,pending,84.9,claims
repurchase_2146,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,260.5,policy_admin
maintenance_client_3528,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,65.4,policy_admin
maintenance_client_3914,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,54.3,policy_admin
new_business_8476,clean,new_business,new_business,1.0,tier1_qr_deterministic,pending,209.8,new_business
new_business_7931,clean,new_business,new_business,1.0,tier1_qr_deterministic,pending,207.3,new_business
repurchase_13,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,261.3,policy_admin
cover_letter_19,cover_letter,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,304.0,policy_admin
maintenance_contrib_6596,clean,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,55.5,policy_admin
repurchase_794,afrikaans,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,259.9,policy_admin
new_business_7802,clean,new_business,new_business,1.0,tier1_qr_deterministic,pending,207.9,new_business
new_business_7435,clean,new_business,new_business,1.0,tier1_qr_deterministic,pending,209.7,new_business
repurchase_2933,legacy,repurchase,repurchase,0.95,tier2_template,pending,163.8,policy_admin
repurchase_1118,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,263.1,policy_admin
maintenance_contrib_6972,clean,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,56.1,policy_admin
new_business_8131,clean,new_business,new_business,1.0,tier1_qr_deterministic,pending,209.8,new_business
repurchase_1698,legacy,repurchase,repurchase,0.95,tier2_template,pending,166.4,policy_admin
incomplete_3,incomplete_no_signature,maintenance_client,maintenance_client,0.5,tier2_unreadable,review,1.5,policy_admin
maintenance_client_4624,afrikaans,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,54.8,policy_admin
maintenance_client_4908,legacy,maintenance_client,maintenance_client,0.95,tier2_template,pending,31.0,policy_admin
maintenance_contrib_6833,clean,maintenance_contrib,maintenance_contrib,0.8,tier2_template,review,35.1,policy_admin
maintenance_client_3080,clean,maintenance_client,maintenance_client,0.82,tier2_template,review,57.2,policy_admin
maintenance_client_5052,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,53.3,policy_admin
maintenance_contrib_5739,clean,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,53.5,policy_admin
maintenance_contrib_6835,clean,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,53.4,policy_admin
new_business_7953,clean,new_business,new_business,1.0,tier1_qr_deterministic,pending,206.2,new_business
maintenance_contrib_5975,clean,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,55.8,policy_admin
incomplete_5,incomplete_no_signature,repurchase,repurchase,0.8,tier1_qr_deterministic,review,208.1,policy_admin
claim_retirement_9418,clean,claim_retirement,claim_retirement,1.0,tier1_qr_deterministic,pending,156.7,claims
maintenance_contrib_5634,clean,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,53.4,policy_admin
new_business_7437,clean,new_business,new_business,1.0,tier1_qr_deterministic,pending,210.8,new_business
repurchase_522,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,258.9,policy_admin
bulk_7792,broker_bulk,bulk_instructions,bulk_instructions,1.0,tier1_qr_deterministic,pending,570.8,policy_admin
incomplete_1,incomplete_no_signature,new_business,new_business,0.8,tier1_qr_deterministic,review,154.1,new_business
repurchase_2302,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,261.3,policy_admin
claim_death_8848,clean,claim_death,claim_death,1.0,tier1_qr_deterministic,pending,162.6,claims
claim_retirement_9442,clean,claim_retirement,claim_retirement,1.0,tier1_qr_deterministic,pending,186.3,claims
bodyonly_9,body_only,maintenance_client,maintenance_client,0.76,body_only_classify,review,0.1,policy_admin
repurchase_332,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,260.5,policy_admin
maintenance_contrib_6429,afrikaans,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,53.6,policy_admin
new_business_7640,afrikaans,new_business,new_business,1.0,tier1_qr_deterministic,pending,206.0,new_business
repurchase_39,afrikaans,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,262.3,policy_admin
repurchase_2872,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,258.8,policy_admin
repurchase_616,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,261.4,policy_admin
afrikaans_mix_18,afrikaans_mixed,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,262.3,policy_admin
maintenance_client_5362,cover_letter,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,80.9,policy_admin
repurchase_2465,legacy,repurchase,repurchase,0.95,tier2_template,pending,165.0,policy_admin
maintenance_contrib_6984,legacy,maintenance_contrib,maintenance_contrib,0.95,tier2_template,pending,30.5,policy_admin
claim_death_9162,legacy,claim_death,claim_death,0.95,tier2_template,pending,86.3,claims
repurchase_1574,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,260.8,policy_admin
repurchase_490,legacy,repurchase,repurchase,0.95,tier2_template,pending,166.1,policy_admin
new_business_7548,clean,new_business,new_business,1.0,tier1_qr_deterministic,pending,211.3,new_business
claim_retirement_9703,legacy,claim_retirement,claim_retirement,0.95,tier2_template,pending,85.5,claims
claim_retirement_9413,clean,claim_retirement,claim_retirement,1.0,tier1_qr_deterministic,pending,158.2,claims
new_business_7930,clean,new_business,new_business,1.0,tier1_qr_deterministic,pending,210.9,new_business
claim_death_8789,clean,claim_death,claim_death,1.0,tier1_qr_deterministic,pending,159.0,claims
maintenance_contrib_5886,clean,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,57.0,policy_admin
maintenance_contrib_6237,legacy,maintenance_contrib,maintenance_contrib,0.95,tier2_template,pending,31.2,policy_admin
bulk_4719,broker_bulk,bulk_instructions,bulk_instructions,1.0,tier1_qr_deterministic,pending,366.1,policy_admin
repurchase_2028,afrikaans,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,260.8,policy_admin
repurchase_1730,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,267.7,policy_admin
bulk_3867,broker_bulk,bulk_instructions,bulk_instructions,1.0,tier1_qr_deterministic,pending,366.4,policy_admin
repurchase_2593,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,259.0,policy_admin
claim_retirement_9420,afrikaans,claim_retirement,claim_retirement,1.0,tier1_qr_deterministic,pending,159.1,claims
cover_letter_12,cover_letter,new_business,new_business,1.0,tier1_qr_deterministic,pending,236.4,new_business
maintenance_client_5019,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,55.1,policy_admin
repurchase_2894,cover_letter,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,291.2,policy_admin
repurchase_311,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,262.8,policy_admin
afrikaans_mix_5,afrikaans_mixed,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,53.5,policy_admin
bodyonly_6,body_only,maintenance_client,maintenance_client,0.76,body_only_classify,review,0.1,policy_admin
maintenance_client_4962,legacy,maintenance_client,maintenance_client,0.95,tier2_template,pending,33.5,policy_admin
new_business_8446,cover_letter,new_business,new_business,1.0,tier1_qr_deterministic,pending,242.1,new_business
maintenance_client_5275,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,53.5,policy_admin
maintenance_client_3666,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,53.8,policy_admin
maintenance_contrib_6792,afrikaans,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,55.9,policy_admin
bulk_8176,broker_bulk,bulk_instructions,bulk_instructions,1.0,tier1_qr_deterministic,pending,368.6,policy_admin
new_business_7056,clean,new_business,new_business,1.0,tier1_qr_deterministic,pending,211.3,new_business
repurchase_1207,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,261.6,policy_admin
claim_death_9148,clean,claim_death,claim_death,1.0,tier1_qr_deterministic,pending,156.5,claims
cover_letter_8,cover_letter,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,84.7,policy_admin
new_business_7212,legacy,new_business,new_business,0.95,tier2_template,pending,116.8,new_business
new_business_7385,clean,new_business,new_business,1.0,tier1_qr_deterministic,pending,212.7,new_business
cover_letter_9,cover_letter,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,82.3,policy_admin
incomplete_12,incomplete_no_signature,maintenance_client,maintenance_client,0.5,tier2_unreadable,review,0.9,policy_admin
maintenance_contrib_6605,legacy,maintenance_contrib,maintenance_contrib,0.95,tier2_template,pending,31.9,policy_admin
repurchase_969,cover_letter,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,315.5,policy_admin
maintenance_client_3031,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,54.1,policy_admin
maintenance_client_4524,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,53.5,policy_admin
maintenance_client_3841,clean,maintenance_client,maintenance_client,0.82,tier2_template,review,55.2,policy_admin
incomplete_15,incomplete_no_signature,maintenance_contrib,maintenance_contrib,0.5,tier2_unreadable,review,0.8,policy_admin
maintenance_client_4814,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,53.8,policy_admin
maintenance_contrib_6868,clean,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,55.3,policy_admin
maintenance_client_3548,legacy,maintenance_client,maintenance_client,0.95,tier2_template,pending,29.7,policy_admin
maintenance_contrib_6035,clean,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,53.8,policy_admin
afrikaans_mix_12,afrikaans_mixed,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,53.2,policy_admin
repurchase_2496,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,261.3,policy_admin
maintenance_client_5380,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,53.9,policy_admin
maintenance_contrib_6762,clean,maintenance_contrib,maintenance_contrib,0.8,tier2_template,review,36.4,policy_admin
maintenance_client_4910,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,55.0,policy_admin
repurchase_291,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,261.9,policy_admin
maintenance_contrib_5940,afrikaans,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,55.0,policy_admin
repurchase_2907,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,259.3,policy_admin
maintenance_client_4823,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,53.4,policy_admin
maintenance_contrib_6751,clean,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,53.7,policy_admin
new_business_8142,clean,new_business,new_business,1.0,tier1_qr_deterministic,pending,207.5,new_business
new_business_7204,clean,new_business,new_business,1.0,tier1_qr_deterministic,pending,213.6,new_business
bulk_2613,broker_bulk,bulk_instructions,bulk_instructions,1.0,tier1_qr_deterministic,pending,367.1,policy_admin
maintenance_client_4930,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,55.1,policy_admin
new_business_7456,clean,new_business,new_business,1.0,tier1_qr_deterministic,pending,207.4,new_business
repurchase_671,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,258.9,policy_admin
new_business_7911,clean,new_business,new_business,1.0,tier1_qr_deterministic,pending,206.6,new_business
claim_death_8704,clean,claim_death,claim_death,1.0,tier1_qr_deterministic,pending,157.3,claims
bodyonly_7,body_only,maintenance_client,maintenance_client,0.95,body_only_classify,pending,0.1,policy_admin
maintenance_client_4722,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,53.5,policy_admin
legacy_noqr_13,legacy_no_qr,maintenance_client,maintenance_client,0.95,tier2_template,pending,30.5,policy_admin
maintenance_client_4812,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,55.4,policy_admin
new_business_7824,afrikaans,new_business,new_business,1.0,tier1_qr_deterministic,pending,210.1,new_business
repurchase_1265,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,264.4,policy_admin
repurchase_1631,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,261.1,policy_admin
repurchase_667,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,259.5,policy_admin
claim_death_9000,clean,claim_death,claim_death,1.0,tier1_qr_deterministic,pending,156.1,claims
maintenance_client_3727,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,74.3,policy_admin
maintenance_contrib_6954,clean,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,56.0,policy_admin
maintenance_client_4387,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,53.2,policy_admin
repurchase_2908,clean,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,260.4,policy_admin
maintenance_client_5405,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,55.6,policy_admin
new_business_7051,clean,new_business,new_business,1.0,tier1_qr_deterministic,pending,206.3,new_business
maintenance_client_4064,legacy,maintenance_client,maintenance_client,0.95,tier2_template,pending,31.0,policy_admin
maintenance_client_4631,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,55.0,policy_admin
new_business_7494,legacy,new_business,new_business,0.95,tier2_template,pending,110.8,new_business
new_business_8000,cover_letter,new_business,new_business,1.0,tier1_qr_deterministic,pending,233.7,new_business
afrikaans_mix_7,afrikaans_mixed,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,261.9,policy_admin
maintenance_client_5022,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,55.5,policy_admin
maintenance_client_4629,cover_letter,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,82.3,policy_admin
legacy_noqr_9,legacy_no_qr,repurchase,repurchase,0.95,tier2_template,pending,166.4,policy_admin
maintenance_client_3156,clean,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,53.3,policy_admin
maintenance_contrib_6471,clean,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,53.2,policy_admin
bodyonly_0,body_only,maintenance_client,maintenance_client,0.95,body_only_classify,pending,0.1,policy_admin
new_business_7968,clean,new_business,new_business,1.0,tier1_qr_deterministic,pending,206.9,new_business
repurchase_2672,cover_letter,repurchase,repurchase,1.0,tier1_qr_deterministic,pending,293.7,policy_admin
afrikaans_mix_14,afrikaans_mixed,maintenance_client,maintenance_client,1.0,tier1_qr_deterministic,pending,55.7,policy_admin
afrikaans_mix_16,afrikaans_mixed,maintenance_contrib,maintenance_contrib,1.0,tier1_qr_deterministic,pending,77.5,policy_admin
incomplete_7,incomplete_no_signature,maintenance_contrib,maintenance_contrib,0.5,tier2_unreadable,review,0.9,policy_admin
claim_death_8847,clean,claim_death,claim_death,1.0,tier1_qr_deterministic,pending,154.0,claims
new_business_8385,afrikaans,new_business,new_business,1.0,tier1_qr_deterministic,pending,208.4,new_business
cover_letter_18,cover_letter,new_business,new_business,1.0,tier1_qr_deterministic,pending,236.0,new_business
